epoch,step,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,train_precision_epoch,train_precision_step,train_recall_epoch,train_recall_step,val_acc_epoch,val_acc_step,val_f1_epoch,val_f1_step,val_loss_epoch,val_loss_step,val_precision_epoch,val_precision_step,val_recall_epoch,val_recall_step
,34,,,,,,,,,,,,0.1875,,0.1875,,1.25055730342865,,0.1875,,0.1875
,35,,,,,,,,,,,,0.5,,0.5,,1.0255138874053955,,0.5,,0.5
,36,,,,,,,,,,,,0.0625,,0.0625,,1.4582772254943848,,0.0625,,0.0625
,37,,,,,,,,,,,,0.5,,0.5,,1.0481488704681396,,0.5,,0.5
,38,,,,,,,,,,,,0.375,,0.375,,1.120058298110962,,0.375,,0.375
,39,,,,,,,,,,,,0.3333333432674408,,0.3333333432674408,,1.1138478517532349,,0.3333333432674408,,0.3333333432674408
3,175,,,,,,,,,,,0.3333333432674408,,0.3333333432674408,,1.1742082834243774,,0.3333333432674408,,0.3333333432674408,
3,175,0.29814550280570984,,0.29814550280570984,,1.1496894359588623,,0.29814550280570984,,0.29814550280570984,,,,,,,,,,,
4,199,,0.375,,0.375,,1.091067910194397,,0.375,,0.375,,,,,,,,,,
,40,,,,,,,,,,,,0.25,,0.25,,1.1608465909957886,,0.25,,0.25
,41,,,,,,,,,,,,0.25,,0.25,,1.160846471786499,,0.25,,0.25
,42,,,,,,,,,,,,0.25,,0.25,,1.1587876081466675,,0.25,,0.25
,43,,,,,,,,,,,,0.5,,0.5,,1.048857569694519,,0.5,,0.5
,44,,,,,,,,,,,,0.5,,0.5,,1.048857569694519,,0.5,,0.5
,45,,,,,,,,,,,,0.3125,,0.3125,,1.1271872520446777,,0.3125,,0.3125
,46,,,,,,,,,,,,0.25,,0.25,,1.1711411476135254,,0.25,,0.25
,47,,,,,,,,,,,,0.25,,0.25,,1.156728744506836,,0.25,,0.25
,48,,,,,,,,,,,,0.375,,0.375,,1.1017637252807617,,0.375,,0.375
,49,,,,,,,,,,,,0.5,,0.5,,1.044053554534912,,0.5,,0.5
4,219,,,,,,,,,,,0.3333333432674408,,0.3333333432674408,,1.1228306293487549,,0.3333333432674408,,0.3333333432674408,
4,219,0.328102707862854,,0.328102707862854,,1.1327941417694092,,0.328102707862854,,0.328102707862854,,,,,,,,,,,
