epoch,step,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,train_precision_epoch,train_precision_step,train_recall_epoch,train_recall_step,val_acc_epoch,val_acc_step,val_f1_epoch,val_f1_step,val_loss_epoch,val_loss_step,val_precision_epoch,val_precision_step,val_recall_epoch,val_recall_step
3,175,0.7746077179908752,,0.7746077179908752,,0.6846291422843933,,0.7746077179908752,,0.7746077179908752,,,,,,,,,,,
4,199,,0.6875,,0.6875,,0.7839711904525757,,0.6875,,0.6875,,,,,,,,,,
,40,,,,,,,,,,,,0.75,,0.75,,0.6999115943908691,,0.75,,0.75
,41,,,,,,,,,,,,0.6875,,0.6875,,0.7884780764579773,,0.6875,,0.6875
,42,,,,,,,,,,,,0.875,,0.875,,0.5494771599769592,,0.875,,0.875
,43,,,,,,,,,,,,0.75,,0.75,,0.6423580050468445,,0.75,,0.75
,44,,,,,,,,,,,,0.875,,0.875,,0.6469525694847107,,0.875,,0.875
,45,,,,,,,,,,,,0.75,,0.75,,0.7166658043861389,,0.75,,0.75
,46,,,,,,,,,,,,0.875,,0.875,,0.4832870066165924,,0.875,,0.875
,47,,,,,,,,,,,,0.625,,0.625,,0.9206148386001587,,0.625,,0.625
,48,,,,,,,,,,,,0.75,,0.75,,0.6838114857673645,,0.75,,0.75
,49,,,,,,,,,,,,0.8333333134651184,,0.8333333134651184,,0.6385613083839417,,0.8333333134651184,,0.8333333134651184
4,219,,,,,,,,,,,0.7733333110809326,,0.7733333110809326,,0.6795751452445984,,0.7733333110809326,,0.7733333110809326,
4,219,0.7660484910011292,,0.7660484910011292,,0.6404673457145691,,0.7660484910011292,,0.7660484910011292,,,,,,,,,,,
