epoch,step,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,train_precision_epoch,train_precision_step,train_recall_epoch,train_recall_step,val_acc_epoch,val_acc_step,val_f1_epoch,val_f1_step,val_loss_epoch,val_loss_step,val_precision_epoch,val_precision_step,val_recall_epoch,val_recall_step
,0,,,,,,,,,,,,0.625,,0.625,,0.6772332787513733,,0.625,,0.625
,1,,,,,,,,,,,,0.71875,,0.71875,,0.7793506383895874,,0.71875,,0.71875
,2,,,,,,,,,,,,0.53125,,0.53125,,1.031272292137146,,0.53125,,0.53125
,3,,,,,,,,,,,,0.625,,0.625,,0.6884104013442993,,0.625,,0.625
,4,,,,,,,,,,,,0.6818181872367859,,0.6818181872367859,,0.6863157749176025,,0.6818181872367859,,0.6818181872367859
0,21,,,,,,,,,,,0.6333333253860474,,0.6333333253860474,,0.7782632112503052,,0.6333333253860474,,0.6333333253860474,
0,21,0.37945792078971863,,0.37945792078971863,,1.4384039640426636,,0.37945792078971863,,0.37945792078971863,,,,,,,,,,,
,5,,,,,,,,,,,,0.875,,0.875,,0.5396623611450195,,0.875,,0.875
,6,,,,,,,,,,,,0.625,,0.625,,0.7598007321357727,,0.625,,0.625
,7,,,,,,,,,,,,0.625,,0.625,,0.7902065515518188,,0.625,,0.625
,8,,,,,,,,,,,,0.78125,,0.78125,,0.6684364080429077,,0.78125,,0.78125
,9,,,,,,,,,,,,0.8181818127632141,,0.8181818127632141,,0.4844168722629547,,0.8181818127632141,,0.8181818127632141
1,43,,,,,,,,,,,0.7400000095367432,,0.7400000095367432,,0.6594437956809998,,0.7400000095367432,,0.7400000095367432,
1,43,0.7146933078765869,,0.7146933078765869,,0.700827419757843,,0.7146933078765869,,0.7146933078765869,,,,,,,,,,,
2,49,,0.78125,,0.78125,,0.6395907402038574,,0.78125,,0.78125,,,,,,,,,,
,10,,,,,,,,,,,,0.8125,,0.8125,,0.5226479768753052,,0.8125,,0.8125
,11,,,,,,,,,,,,0.6875,,0.6875,,0.7368285655975342,,0.6875,,0.6875
,12,,,,,,,,,,,,0.65625,,0.65625,,0.8334022164344788,,0.65625,,0.65625
,13,,,,,,,,,,,,0.78125,,0.78125,,0.6313726305961609,,0.78125,,0.78125
,14,,,,,,,,,,,,0.9090909361839294,,0.9090909361839294,,0.47045886516571045,,0.9090909361839294,,0.9090909361839294
2,65,,,,,,,,,,,0.7599999904632568,,0.7599999904632568,,0.6501743197441101,,0.7599999904632568,,0.7599999904632568,
2,65,0.7489300966262817,,0.7489300966262817,,0.6604575514793396,,0.7489300966262817,,0.7489300966262817,,,,,,,,,,,
,15,,,,,,,,,,,,0.78125,,0.78125,,0.5764113664627075,,0.78125,,0.78125
,16,,,,,,,,,,,,0.71875,,0.71875,,0.7310130596160889,,0.71875,,0.71875
,17,,,,,,,,,,,,0.625,,0.625,,0.7894192337989807,,0.625,,0.625
,18,,,,,,,,,,,,0.78125,,0.78125,,0.6797188520431519,,0.78125,,0.78125
,19,,,,,,,,,,,,0.8636363744735718,,0.8636363744735718,,0.45986536145210266,,0.8636363744735718,,0.8636363744735718
3,87,,,,,,,,,,,0.746666669845581,,0.746666669845581,,0.6597802639007568,,0.746666669845581,,0.746666669845581,
3,87,0.7389443516731262,,0.7389443516731262,,0.6577359437942505,,0.7389443516731262,,0.7389443516731262,,,,,,,,,,,
4,99,,0.71875,,0.71875,,0.7873626947402954,,0.71875,,0.71875,,,,,,,,,,
,20,,,,,,,,,,,,0.78125,,0.78125,,0.5445905327796936,,0.78125,,0.78125
,21,,,,,,,,,,,,0.75,,0.75,,0.7167171239852905,,0.75,,0.75
,22,,,,,,,,,,,,0.59375,,0.59375,,0.8325214385986328,,0.59375,,0.59375
,23,,,,,,,,,,,,0.8125,,0.8125,,0.6170227527618408,,0.8125,,0.8125
,24,,,,,,,,,,,,0.7727272510528564,,0.7727272510528564,,0.47965729236602783,,0.7727272510528564,,0.7727272510528564
4,109,,,,,,,,,,,0.7400000095367432,,0.7400000095367432,,0.6486648321151733,,0.7400000095367432,,0.7400000095367432,
4,109,0.7446504831314087,,0.7446504831314087,,0.6528920531272888,,0.7446504831314087,,0.7446504831314087,,,,,,,,,,,
