epoch,step,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,train_precision_epoch,train_precision_step,train_recall_epoch,train_recall_step,val_acc_epoch,val_acc_step,val_f1_epoch,val_f1_step,val_loss_epoch,val_loss_step,val_precision_epoch,val_precision_step,val_recall_epoch,val_recall_step
,0,,,,,,,,,,,,0.375,,0.375,,1.1114436388015747,,0.375,,0.375
,1,,,,,,,,,,,,0.3125,,0.3125,,1.217278242111206,,0.3125,,0.3125
,2,,,,,,,,,,,,0.34375,,0.34375,,1.227461576461792,,0.34375,,0.34375
,3,,,,,,,,,,,,0.28125,,0.28125,,1.1439942121505737,,0.28125,,0.28125
,4,,,,,,,,,,,,0.3636363744735718,,0.3636363744735718,,1.2224684953689575,,0.3636363744735718,,0.3636363744735718
0,21,,,,,,,,,,,0.3333333432674408,,0.3333333432674408,,1.181999921798706,,0.3333333432674408,,0.3333333432674408,
0,21,0.3209700286388397,,0.3209700286388397,,1.9298491477966309,,0.3209700286388397,,0.3209700286388397,,,,,,,,,,,
,5,,,,,,,,,,,,0.375,,0.375,,1.1207572221755981,,0.375,,0.375
,6,,,,,,,,,,,,0.3125,,0.3125,,1.1259453296661377,,0.3125,,0.3125
,7,,,,,,,,,,,,0.34375,,0.34375,,1.101449966430664,,0.34375,,0.34375
,8,,,,,,,,,,,,0.28125,,0.28125,,1.1723421812057495,,0.28125,,0.28125
,9,,,,,,,,,,,,0.3636363744735718,,0.3636363744735718,,1.0898438692092896,,0.3636363744735718,,0.3636363744735718
1,43,,,,,,,,,,,0.3333333432674408,,0.3333333432674408,,1.1242159605026245,,0.3333333432674408,,0.3333333432674408,
1,43,0.30670469999313354,,0.30670469999313354,,1.1629856824874878,,0.30670469999313354,,0.30670469999313354,,,,,,,,,,,
2,49,,0.40625,,0.40625,,1.086559534072876,,0.40625,,0.40625,,,,,,,,,,
,10,,,,,,,,,,,,0.375,,0.375,,1.1445461511611938,,0.375,,0.375
,11,,,,,,,,,,,,0.3125,,0.3125,,1.135053277015686,,0.3125,,0.3125
,12,,,,,,,,,,,,0.25,,0.25,,1.1653032302856445,,0.25,,0.25
,13,,,,,,,,,,,,0.46875,,0.46875,,1.0792994499206543,,0.46875,,0.46875
,14,,,,,,,,,,,,0.22727273404598236,,0.22727273404598236,,1.1799163818359375,,0.22727273404598236,,0.22727273404598236
2,65,,,,,,,,,,,0.3333333432674408,,0.3333333432674408,,1.138217568397522,,0.3333333432674408,,0.3333333432674408,
2,65,0.3338088393211365,,0.3338088393211365,,1.1205071210861206,,0.3338088393211365,,0.3338088393211365,,,,,,,,,,,
,15,,,,,,,,,,,,0.375,,0.375,,1.1074503660202026,,0.375,,0.375
,16,,,,,,,,,,,,0.3125,,0.3125,,1.1227952241897583,,0.3125,,0.3125
,17,,,,,,,,,,,,0.34375,,0.34375,,1.105570912361145,,0.34375,,0.34375
,18,,,,,,,,,,,,0.28125,,0.28125,,1.1495712995529175,,0.28125,,0.28125
,19,,,,,,,,,,,,0.3636363744735718,,0.3636363744735718,,1.0963467359542847,,0.3636363744735718,,0.3636363744735718
3,87,,,,,,,,,,,0.3333333432674408,,0.3333333432674408,,1.117680311203003,,0.3333333432674408,,0.3333333432674408,
3,87,0.3052781820297241,,0.3052781820297241,,1.127049207687378,,0.3052781820297241,,0.3052781820297241,,,,,,,,,,,
4,99,,0.34375,,0.34375,,1.1796942949295044,,0.34375,,0.34375,,,,,,,,,,
,20,,,,,,,,,,,,0.25,,0.25,,1.1661438941955566,,0.25,,0.25
,21,,,,,,,,,,,,0.375,,0.375,,1.1078623533248901,,0.375,,0.375
,22,,,,,,,,,,,,0.40625,,0.40625,,1.103717565536499,,0.40625,,0.40625
,23,,,,,,,,,,,,0.25,,0.25,,1.14529287815094,,0.25,,0.25
,24,,,,,,,,,,,,0.40909090638160706,,0.40909090638160706,,1.1071316003799438,,0.40909090638160706,,0.40909090638160706
4,109,,,,,,,,,,,0.3333333432674408,,0.3333333432674408,,1.1272896528244019,,0.3333333432674408,,0.3333333432674408,
4,109,0.328102707862854,,0.328102707862854,,1.1389964818954468,,0.328102707862854,,0.328102707862854,,,,,,,,,,,
