epoch,step,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,train_precision_epoch,train_precision_step,train_recall_epoch,train_recall_step,val_acc_epoch,val_acc_step,val_f1_epoch,val_f1_step,val_loss_epoch,val_loss_step,val_precision_epoch,val_precision_step,val_recall_epoch,val_recall_step
,0,,,,,,,,,,,,0.65625,,0.65625,,0.5899723768234253,,0.65625,,0.65625
,1,,,,,,,,,,,,0.78125,,0.78125,,0.722548246383667,,0.78125,,0.78125
,2,,,,,,,,,,,,0.625,,0.625,,0.8905777335166931,,0.625,,0.625
,3,,,,,,,,,,,,0.78125,,0.78125,,0.6081292033195496,,0.78125,,0.78125
,4,,,,,,,,,,,,0.7272727489471436,,0.7272727489471436,,0.4786761403083801,,0.7272727489471436,,0.7272727489471436
0,21,,,,,,,,,,,0.7133333086967468,,0.7133333086967468,,0.6699343919754028,,0.7133333086967468,,0.7133333086967468,
0,21,0.6818830370903015,,0.6818830370903015,,0.9183387756347656,,0.6818830370903015,,0.6818830370903015,,,,,,,,,,,
,5,,,,,,,,,,,,0.75,,0.75,,0.5991767644882202,,0.75,,0.75
,6,,,,,,,,,,,,0.71875,,0.71875,,0.6885106563568115,,0.71875,,0.71875
,7,,,,,,,,,,,,0.6875,,0.6875,,0.7893497347831726,,0.6875,,0.6875
,8,,,,,,,,,,,,0.75,,0.75,,0.6778129935264587,,0.75,,0.75
,9,,,,,,,,,,,,0.8636363744735718,,0.8636363744735718,,0.4481210708618164,,0.8636363744735718,,0.8636363744735718
1,43,,,,,,,,,,,0.746666669845581,,0.746666669845581,,0.6534258127212524,,0.746666669845581,,0.746666669845581,
1,43,0.7360913157463074,,0.7360913157463074,,0.6561592817306519,,0.7360913157463074,,0.7360913157463074,,,,,,,,,,,
2,49,,0.75,,0.75,,0.7204264998435974,,0.75,,0.75,,,,,,,,,,
,10,,,,,,,,,,,,0.78125,,0.78125,,0.47538459300994873,,0.78125,,0.78125
,11,,,,,,,,,,,,0.71875,,0.71875,,0.7333844304084778,,0.71875,,0.71875
,12,,,,,,,,,,,,0.59375,,0.59375,,0.8923007249832153,,0.59375,,0.59375
,13,,,,,,,,,,,,0.78125,,0.78125,,0.5259665846824646,,0.78125,,0.78125
,14,,,,,,,,,,,,0.8636363744735718,,0.8636363744735718,,0.4864828288555145,,0.8636363744735718,,0.8636363744735718
2,65,,,,,,,,,,,0.7400000095367432,,0.7400000095367432,,0.6317852735519409,,0.7400000095367432,,0.7400000095367432,
2,65,0.7446504831314087,,0.7446504831314087,,0.6410893201828003,,0.7446504831314087,,0.7446504831314087,,,,,,,,,,,
,15,,,,,,,,,,,,0.78125,,0.78125,,0.4816604256629944,,0.78125,,0.78125
,16,,,,,,,,,,,,0.75,,0.75,,0.715703547000885,,0.75,,0.75
,17,,,,,,,,,,,,0.625,,0.625,,0.8877506256103516,,0.625,,0.625
,18,,,,,,,,,,,,0.78125,,0.78125,,0.4865349531173706,,0.78125,,0.78125
,19,,,,,,,,,,,,0.7727272510528564,,0.7727272510528564,,0.4659191370010376,,0.7727272510528564,,0.7727272510528564
3,87,,,,,,,,,,,0.7400000095367432,,0.7400000095367432,,0.6169533729553223,,0.7400000095367432,,0.7400000095367432,
3,87,0.7574893236160278,,0.7574893236160278,,0.5999547839164734,,0.7574893236160278,,0.7574893236160278,,,,,,,,,,,
4,99,,0.75,,0.75,,0.6556721925735474,,0.75,,0.75,,,,,,,,,,
,20,,,,,,,,,,,,0.8125,,0.8125,,0.47758379578590393,,0.8125,,0.8125
,21,,,,,,,,,,,,0.71875,,0.71875,,0.7250221967697144,,0.71875,,0.71875
,22,,,,,,,,,,,,0.625,,0.625,,0.9409989714622498,,0.625,,0.625
,23,,,,,,,,,,,,0.84375,,0.84375,,0.49628695845603943,,0.84375,,0.84375
,24,,,,,,,,,,,,0.8181818127632141,,0.8181818127632141,,0.4844735264778137,,0.8181818127632141,,0.8181818127632141
4,109,,,,,,,,,,,0.7599999904632568,,0.7599999904632568,,0.6342330574989319,,0.7599999904632568,,0.7599999904632568,
4,109,0.7788873314857483,,0.7788873314857483,,0.577023446559906,,0.7788873314857483,,0.7788873314857483,,,,,,,,,,,
,25,,,,,,,,,,,,0.78125,,0.78125,,0.4871539771556854,,0.78125,,0.78125
,26,,,,,,,,,,,,0.75,,0.75,,0.6877058744430542,,0.75,,0.75
,27,,,,,,,,,,,,0.65625,,0.65625,,0.6959706544876099,,0.65625,,0.65625
,28,,,,,,,,,,,,0.8125,,0.8125,,0.4558587968349457,,0.8125,,0.8125
,29,,,,,,,,,,,,0.8181818127632141,,0.8181818127632141,,0.41105642914772034,,0.8181818127632141,,0.8181818127632141
5,131,,,,,,,,,,,0.7599999904632568,,0.7599999904632568,,0.5566486716270447,,0.7599999904632568,,0.7599999904632568,
5,131,0.7703281044960022,,0.7703281044960022,,0.5542200207710266,,0.7703281044960022,,0.7703281044960022,,,,,,,,,,,
6,149,,0.75,,0.75,,0.5943345427513123,,0.75,,0.75,,,,,,,,,,
,30,,,,,,,,,,,,0.875,,0.875,,0.3998432755470276,,0.875,,0.875
